x_victim,y_victim,x_killer,y_killer
5902.670395415697,5174.8795517658045,5927.6692361048135,5243.657736133
5103.78639268041,2675.9197158830493,5150.7782775042215,2694.2861022399456
5240.043627344051,3915.749461398379,5133.398869120419,3863.883235580305
5833.536133489869,5080.229430810218,5925.332614380847,5174.3041806270085
5683.377442702346,3790.525925181556,5702.290651248404,3836.384322587445
4396.014950943748,2599.8223337687896,4339.623873470899,2595.4137171232423
5881.611309776202,2671.747177090252,5860.413557809908,2650.4019745049645
5879.897117899221,2651.7647946941306,5910.3817490643405,2687.487373805456
5684.393283349796,3363.9691667422385,5680.264038568533,3366.641473917956
5487.7085889495365,3738.724326656062,5354.977306428171,3833.7079369903504
5369.262447886157,3527.520138431033,5503.057884662047,3560.7209982328473
5107.926617826917,2899.98693140458,5106.073759623138,2905.60103529158
5856.17639172453,2282.602562248622,5875.075168933409,2297.209271545903
5284.2179504462,2985.2077421378867,5259.425226898954,2961.9977598094124
5571.774892708596,3136.9043115090403,5473.84572096637,3103.745804544597
5904.824429351889,3613.055301335046,5893.544770723601,3564.8238901375244
5799.323825186703,2696.2669601299995,5797.406339690344,2694.106337974662
6223.144590331886,3258.7609540172693,6222.5704740919755,3252.7474785601016
5979.207933313889,3604.1125781554456,6154.011583304943,3509.28112431097
5951.106355131483,3293.6970252523893,5888.681410094583,3408.6943904549253
6004.735086433611,3085.505221800927,6088.632606292632,3252.64771409874
6243.256227313168,2886.1422594552464,6304.805880377744,3009.8461131222716
6274.847679294904,3019.0501689946836,6226.827091110071,2960.207019100443
6148.47622432298,3297.7217997014714,6160.363881461075,3283.2402665679742
6207.617098977698,3003.5038541572203,6108.154440797939,3049.822799453923
6060.616988683852,3309.02906610523,6049.592074529229,3313.3939181521614
5968.996821086223,3058.4903860529753,5939.246933218301,3082.153386878954
6072.362214798493,3094.807159786373,6146.324072735116,3106.698895345845
6034.58850345955,3167.4394523542833,5990.418572503499,3083.5460109166397
6047.995843147443,3117.2987125031555,5993.205702927199,3090.254072906684
1514.387974539278,3363.3435996480403,1500.3527148217775,3383.065276800792
1548.2013818593582,3311.3772956438834,1552.1191761784899,3299.4303445334695
3898.775699079169,4082.2641905289447,3810.7040718037456,4083.4108543851607
2429.9427501403184,5217.861407202433,2428.7984392195117,5216.000078431181
3954.0191715216383,3528.3141757005496,3959.3026095524274,3523.5138737405055
1559.4372758890297,3409.496270842473,1568.0090195857363,3427.229560711861
1468.0771860853283,2842.1953867760126,1477.7187310815414,2859.4910306592387
5093.75065257193,2684.537733976142,5096.288371842226,2695.5118247259197
3924.5971259874364,3901.0649483702246,3949.0293798299513,3902.720473724329
1599.2839233237173,3410.003877441477,1589.066536601626,3415.8655101335535
3949.3365163320677,3951.121609996054,3938.851522422739,3952.7997235300895
1420.9180859850833,2438.2788865713565,1458.3579942206024,2441.6958193729915
6865.4369768701545,1944.3291952715801,6855.595432364136,1933.340516322264
3888.403959794216,3799.6292754184424,3889.762701562006,3805.192555900598
3720.8718213925945,2796.8314195308344,3714.8570910365415,2778.325111948255
3873.1848598410297,5385.889230663651,3874.5577192212763,5378.454582219161
2336.9338800640194,4777.280212548499,2339.8665787583855,4785.724113421291
5921.924936458489,3892.979321129115,5824.016470547866,3853.6216136725157
2268.3429893554185,5294.570866247876,2258.4379155933443,5285.855593491193
3126.467317482065,4470.876257656231,3122.1231712667372,4525.406947531991
3840.557175104963,3879.21872740508,3876.305165918711,3807.615765647633
3913.5725255575353,3951.8563532932517,3905.4655650353798,3971.2006196063244
2454.3121021762204,5174.043475383639,2447.9974509866397,5176.155783931902
1889.1221148967772,5229.075183639256,1884.3542834453838,5221.721789897574
1517.0811444089597,3388.5767927039396,1514.0755047169002,3430.8778654954276
3897.5430746493266,4073.245545966799,3885.8279661079264,4076.287734588886
4657.856818978385,3111.322570287818,4622.685140477597,3150.003573520653
2103.2484920380098,6637.480202254406,2096.634390601984,6641.002075975304
1532.4604008323508,3405.567809882819,1526.8566498611524,3405.566868708655
3746.414033298938,2797.255889078703,3759.860588576989,2798.466239053336
2100.633753348644,6634.24946507484,2092.3474991482863,6593.367996647067
1550.895336040843,2676.06151945706,1563.5340501616417,2654.3843961166763
1554.8484243911166,3213.2147127090375,1569.5323099698285,3176.1227251893993
5121.233251879285,2746.2991512275707,5151.746118269318,2747.382756414813
5122.616464175333,2738.669679731177,5132.577224075431,2740.1103036512163
2937.8246425866605,2878.0431420511222,2917.946416797998,2839.3257467506205
1535.998274514033,3231.19019806324,1544.8497037997456,3229.1196149029047
2798.907963460874,3946.1362104504647,2985.9707206599983,3966.9424339646225
5220.843360678037,5330.394464719449,5205.1100659067015,5348.973870162083
3894.1197104909056,3613.476633635702,3884.936674174818,3590.5427290619386
3947.246795963735,3792.3681167448117,3943.6351969725565,3798.9921005095575
2388.9277918436474,5090.011367619197,2338.7301109556106,5024.8294097318385
1646.9371398599512,5048.339626618562,1593.4296631625903,5007.61251075365
3741.0967129982523,5501.362516268343,3781.394967169198,5536.868625321997
4860.839537157997,5388.8815370550565,4864.418822502886,5458.552268254244
4143.395648540077,2746.026524444793,4137.817622996022,2723.0223455334667
3935.686039985196,4130.157720201666,3931.1800118136966,4129.536858978287
2960.7714098739953,3969.630113651682,2936.9182918669317,3932.278362062838
2398.5249447918018,5151.931529579584,2397.109261987103,5147.730441837152
4711.113472761096,5308.977105448271,4698.888247822922,5294.6750228553365
2488.1871564040284,4957.869260124363,2553.7101330633996,4985.864485626261
5564.810831346002,3736.392724527636,5546.163661363575,3738.6041700878186
1725.4323200188235,5259.149462868963,1763.6838341082498,5017.25076164029
1730.100543871216,5143.966058906718,1755.1876980693676,5034.772287322825
3747.5142658964073,4014.419337207507,3742.57906230622,3977.247036159225
3887.3821583770628,5805.831103355139,3905.8624268077774,5857.214820551911
5286.456690057133,3740.023460726812,5488.549371202522,3834.1769554486386
5092.729792328941,2682.419464658175,5130.408445077341,2691.42807002924
5175.868412087225,5218.218112210509,5143.749275124325,5253.411751441786
5167.681451761147,5167.1503158080495,5160.807115668834,5146.600091666442
2909.0749091301245,4018.958306474739,2966.5979053972906,4003.5864225822975
3954.494778199073,3788.104284058127,3940.159127060963,3808.305960034412
4446.2190631885705,4798.538827110718,4414.984316214911,4801.94493640947
3458.1744260430733,3903.2330999188725,3463.287825274938,3905.811917127654
2388.2998718140398,5918.842904796802,2290.531954578543,5822.579611324482
1418.533778103485,4234.377700054657,1414.037318535984,4261.181085340477
4702.493572319676,3417.50911394825,4728.109509535516,3423.111923745285
4099.458501327203,3085.196202950483,4098.065877289517,3203.190266690523
4082.9606594101483,3172.2607738706524,4143.825451408207,3358.5461212104874
5009.545682486072,3867.3451878794413,4945.524192342666,3894.7502971806443
2976.445410673013,3875.336383979451,2981.3081438525887,3891.062149357477
1628.8333410947523,5074.327641353821,1683.5171286344887,5064.151352570214
3198.8219636716576,5594.319151178551,3190.057749858456,5625.670290023799
4661.827319050689,4040.0911174237317,4567.760098627209,3921.281055683687
4085.744966311357,5296.561135879569,4106.5712682076755,5309.080634606287
3517.0087916451184,3802.9481692446834,3514.289739485933,3798.1099065933663
3861.046222925924,4824.406999002454,3934.942512395803,4839.455746431994
4107.629775417217,4419.58195200502,4104.497547800128,4446.0970242719995
3809.005566162828,4791.320021274458,3855.6761968720666,4770.892463498864
3669.4338298190446,4809.888760076568,3624.213862220926,4835.910343357002
3857.5453687613513,4526.832198940689,3890.9426202386758,4456.860605733809
3194.599856372901,4657.660427302874,3176.2899404658324,4628.648419979363
3177.6631135708,4596.015401923035,3192.7868412087223,4616.581312300706
3366.3701020340636,4339.814931826148,3373.0088308607087,4310.3216707802185
3668.230695513001,4488.58256719959,3691.632677370889,4501.887632628352
3691.6298538483975,4501.886064004745,3675.921343330041,4524.018401915681
3607.1202570581936,4572.922438915591,3664.9005075967953,4531.810382817689
3622.5464153274133,4493.660829262673,3582.398435297953,4572.836478341965
3502.132279087551,4392.154568248608,3448.1885681652743,4359.976137313389
3485.866907188953,4411.367383903471,3493.3737123193328,4384.159607451942
1839.4023936215842,5811.573520653135,1862.9395908343363,5842.991796588733
2922.5763662343966,7339.24538420249,2927.4576091725266,7335.090413994083
2508.297224761704,5097.526015867608,2466.7636795007857,5120.309332575165
3886.471101786515,3808.0007058806227,3879.840529802623,3803.967774588788
3602.732816831331,7536.011647030276,3582.018514660503,7578.305504153176
3762.991247570472,4117.16449714584,3761.053997416673,4118.951159433433
3761.3322712444333,4106.049857720937,3759.2036490106643,4120.288881644898
2969.7762505484056,3875.577324565381,2933.5498295347315,3875.215599961765
5123.374109377183,2772.4264597390693,5129.850642522935,2783.7051771931933
2479.6665498368875,5180.852870458651,2483.004580871125,5180.402048034196
4268.415891137522,1973.2748498165445,4266.977463290531,1974.0285734593788
5086.2140435930305,5283.027051404286,5082.520562449602,5257.75244668518
5625.360957448634,4638.393337271232,5602.708777674565,4625.245134203103
3755.9813823985724,3946.5980132401637,3769.4856630253357,3942.258886620376
5051.335697706623,2938.036720498234,5041.852426832287,2932.1750878061575
3844.1672054725354,3620.5351261393967,3832.229038654317,3622.513474231681
3940.6237533731537,4137.9644461655735,3942.9384143666316,4134.213239673432
1822.0267499344363,5222.3733961436365,1803.2584822096023,5266.725914887464
3858.6926600670095,3606.7942970728013,3872.8334881532155,3605.5168100078185
4023.9220590145615,3948.340126617337,4006.5442192543646,3994.01593623545
5420.31863647393,1888.240705292389,5545.723191854922,1784.104333077615
5774.50694483592,5519.062865041998,5776.273842466072,5514.817542113868
3895.2039431275903,3893.928965860378,3899.3730309484536,3894.1962593228936
2461.849181742202,5188.532224185725,2486.709199242159,5191.535824667097
5065.329075173835,4242.744110921297,5063.7987259835145,4243.243560677547
1745.6887409589683,4226.010975463296,1687.1713941877592,4266.404601949505
2689.091448305274,7157.072340508969,2689.091448305274,7157.072340508969
3923.2361881465977,3906.1253281241957,3905.282977247605,3896.573351535903
3919.888745370722,3917.7525937436426,3922.1005046556256,3919.1731392815213
5019.49891299286,2914.5606996061283,5018.583777980936,2932.3187737284957
5618.608973997612,4011.851814088691,5681.240349901103,3973.6743390334827
4033.3783495628686,3955.2467763559403,4035.031051394482,3955.4986973071145
3915.3604427440127,3951.794549523163,3913.0106445817537,3951.628589145615
3796.0710096298785,5292.645223908765,3807.1445511162965,5305.598290200269
4034.820228381793,3951.526628611204,4038.8202185778955,3988.3710873257664
1887.6174911336002,5866.06813218595,2294.5297487015964,5832.846566552533
4773.430810218602,7017.9034267072875,4805.316849713604,7028.7834000406865
1589.0353209918603,5677.946240327842,1632.498587013267,5668.197558339318
5147.402285778711,2710.7334344768765,5126.252219970049,2721.9481520878626
2575.010629875907,7154.324739400148,2592.2102739944266,6967.507942382495
3949.4469474339526,3927.72056931233,3959.3242565581945,3951.4218445543024
5786.02817149958,5481.055115060993,5787.486991453452,5530.321817838681
4780.520047744981,6971.2789135320745,4772.724929595761,6986.802012740165
4376.047941058968,4475.1548354048155,4308.768105960525,4469.425594545111
3792.6172141734946,5228.676439518531,3788.8929880073824,5245.8823581314755
5241.946995227953,2740.8936742802102,5154.661875828736,2697.8202112249724
4469.442849404781,4774.9652378303,4453.045713123252,4766.370749091301
3749.2181048575862,3954.7542285435575,3757.5547118757063,3955.2925801652445
4539.153423643569,6639.473609133311,4528.498390935316,6615.971235364619
4367.2868644929795,1994.6305621799947,4372.503165433418,2009.8783679451767
3192.498214465161,4556.470714532563,3336.297077703241,4477.154516778145
2766.29596496087,5804.807105864937,2802.440190097573,5824.3596853929275
1914.0186813267615,5609.905622780337,1898.3478177749564,5474.832698939464
4769.05340918282,4929.496937507506,4795.838284710087,4992.382744159941
5726.773728495764,3776.6825081311076,5718.75429717084,3727.7888240469997
6722.273719917353,3948.086009593114,6715.873108154146,4084.2883424305332
3197.27247727334,4557.902240435686,3174.628454342024,4536.330528601646
3196.7673804721067,4574.504238960199,3205.876377753976,4552.771900068872
4640.787998068632,1697.2220362204994,4674.178347602089,1646.5100036519518
4826.324484498812,3837.3722417347017,4865.15764422146,3831.147943264845
3927.2763351070216,5127.668059637109,3759.875019914167,5120.504469351791
4619.440599410295,4970.022642101368,4774.856689076742,4791.447079786569
4771.95473540506,2553.227624442097,4787.581363771167,2533.423594550013
4668.133813397516,4914.66528758508,4672.908389930417,4948.8728900174265
4648.780762792248,2312.536292803204,4624.602625973956,2314.272445410673
3897.4279376766235,4083.6847360668235,3918.626630817081,3970.3472883644895
3716.331283501756,4516.667831696491,3712.1377251526346,4525.150006985277
5247.141649162624,3008.235764128029,5256.8784096117415,3066.165347633952
4396.107813461242,1618.371562814797,4417.347604540185,1571.3484623812196
3485.289339977108,3878.821551907961,3467.9733039870002,3935.3233742074162
3493.8944953566292,3834.5713074232663,3514.202837738143,3801.868015029375
4406.480807645079,3519.6933340849655,4401.958152063353,3552.3749794730898
4010.440366567729,3417.4689571839285,4065.5997607849,3466.5345624152883
3691.0733061928768,3593.0233504329644,3642.7612677419907,3681.2041539113875
4058.739228580322,2684.9069879730687,4065.9200737253095,2673.740583969157
4273.949367771157,3165.730280072843,4330.803816657312,3161.6308391401003
4073.892132617322,2688.9584290234584,4065.025644544989,2696.719664902782
5002.3180923576165,3074.174112318352,5047.560334410945,3053.107811010267
4452.978576032902,2395.6502851708697,4511.545648172431,2466.493719378139
4773.248222430828,2536.5558221671026,4785.009134781532,2534.444925380085
4738.441405780868,2920.7235080306177,4759.303158570689,2897.95744618273
4754.035093051242,2911.046355278541,4648.946409445075,2918.865316506577
4560.37501868868,2990.158318239416,4601.547309933064,3003.4687169884387
4419.5574814767615,2616.683312050706,4429.239967549099,2586.851698892895
4413.880946370229,2700.4940870242967,4409.00252695459,2707.753990799042
4530.823718569317,2789.930730561935,4550.623826902385,2759.9179413775946
4601.844720968821,2880.968625076899,4606.016632312176,2861.5970647130766
4599.109041399408,2862.504356606969,4562.716346283465,2832.173136830547
2368.5686260572893,3339.4832659723875,2367.2421979357896,3312.3670971394677
2455.4135896725743,3516.090833110703,2453.303320334999,3515.906676699322
3914.864443959696,3957.9529658015545,3931.703304648763,3955.1721098722796
3860.0608135764373,3846.4564547635914,3874.5900328675666,3857.6153293741927
3953.575878490494,3846.710258063093,3947.7230300906126,3843.470109141889
3856.1797250496934,4069.3792025019548,3815.6198244612146,4095.062590532866
3964.6205573025554,3830.5186114739913,3906.694424768567,3841.861328771253
4011.966637336673,3988.871791980902,4023.2017470545416,3969.539133482516
3920.3772147617287,4078.981375045649,3918.3066316013933,4085.390143651609
4030.837179320639,3625.493231634236,4037.4504964448615,3596.2647542530535
4028.677812064186,3994.7036208244585,4035.114502170338,3978.4969154487367
3905.04580135833,4978.270778748091,3912.7697039958234,4973.385771113306
4005.593633348938,3819.669696887998,3904.097097801231,3807.8143533961925
3912.306960031961,4910.412121538918,3886.554552562371,4921.051154286387
6564.484616459274,7030.135553589329,6560.150823159747,7058.995090698307
6382.2067887088515,4554.723581559849,6437.95692657616,4505.070056200842
2531.6430498944856,2316.500518381082,2530.67034639621,2308.110421297987
6708.665596407852,7092.269989534339,6686.503454648396,7107.486265965034
2456.386763757932,5215.734981041714,2465.6719174707905,5211.159305982093
5533.29467329737,5392.602312249234,5595.699539952108,5145.06189935809
3900.7979686324297,3956.4524204597537,3952.114548738851,3959.5077855201334
3845.846887630177,4893.624084254696,3841.8751326589886,4905.134644277833
3767.3843348423165,4121.561662839062,3805.32965360379,4098.246582728964
3735.892961046664,4108.835733245752,3772.588086793905,4118.7419050443505
2252.1621662692005,3931.737814368102,2257.2548596694614,3920.089215467609
4000.441645976358,3823.0817669564535,3954.7507775716235,3789.239653824378
5839.837608241156,3749.1337129075664,5859.010580856419,3752.7098610052426
4446.586121112448,4875.721069311105,4443.350678062064,4877.624123470286
3925.4492023303865,3419.7622848963606,3882.9432672959133,3455.4578836816577
3173.119438432749,4464.663567001061,3120.725527633511,4613.985867681697
2591.86329445271,2272.3014110259533,2591.8609415173,2280.112058548876
1826.828149931005,5056.1476074813545,1859.9096374763787,5063.013473006194
3862.5025330820267,3564.7981647103807,3858.2437199908823,3578.012563694697
2760.2363719696764,1926.7031992568645,2817.39356521185,1973.003948519734
3710.709336496724,5478.076612557322,3708.354205014203,5473.769172134382
3712.0683919892354,3773.652868497871,3717.450653307222,3765.000968134882
2651.311776196627,4254.957100595342,2651.3625996014716,4223.5322364405965
2763.653775358394,1921.9108972772126,2743.279550785415,1906.726307043365
3838.7504344352096,3778.3389746593757,3938.054034181289,3797.917593339232
4847.978392209823,6941.1694971335855,4858.913267369443,6935.2601782838765
3791.3855309178166,5301.437045497438,3798.6768071646884,5297.910152181
3782.5836701380636,5279.052786635327,3788.1108722772738,5278.389572574577
2765.496594371092,4158.623532785459,2630.2192788743164,4154.885502731611
2035.7948534439868,3060.1848132725163,2070.8104538959465,3073.2461145928564
3954.570072132176,3788.6809100958085,4009.3824868076304,3827.6768929487916
5124.172225068076,2789.806495572315,5121.569251055757,2804.588576988782
6733.300516420303,6868.013911730609,6724.838105788956,7001.998838238142
6277.309163457932,5303.115472756194,6308.3453226830325,5288.192215215159
4982.631866098367,3851.258639071963,4979.121913916878,3875.792225999446
3284.6394788248067,5196.223499452207,3354.5097389467182,5102.595179913775
2768.906154641778,4288.360940291813,2788.2356758929513,4251.410442621464
4834.216857311624,1928.8680566959395,4757.882926757532,1906.6074053740065
4940.616282803228,4939.659108678655,5006.063338080054,4848.618704365921
5327.50066789052,3597.1871049335664,5471.274433150899,3486.879924313911
2625.8288582626024,4262.23018080838,2615.7887260080247,4239.519020786714
2663.8287651255755,4223.851294482121,2776.7426844542047,4249.7175840255295
6367.548314832562,6868.204656361137,6738.817051918991,6872.692802223524
5274.013112712959,3903.9716079127256,5298.510621297497,3891.1487373805458
4816.20623478864,3913.0034289131645,4821.905671799824,3928.1086467925325
